,VAR_ID_APORTACION,DT_FECHA_APORTACION,INT_NO_APORTACION,VAR_DETALLE_APORTACION,VAR_MONTO_APORTACION
2460,3ba7792cb2a1419d9986bd7cf299e4f9,25-03-2021,51,No realizo la décima aportación,624
2461,28e888fdae2244dca10a31aa43374d63,04-10-2021,65,Primera aportación puntual,899
2462,2a3cbaece0e549f78e9260331f0bda2f,10-02-2021,53,No realizo la décima aportación,137
2463,5dcbc78a37b44461bfdddfc4ed1dc193,25-01-2021,51,Revisar mínimo de aportes,492
2464,571218808df1433088100b9470ef7d60,14-02-2020,75,No realizo la décima aportación,045
2465,0d6f16a585044aa39bf65c721e66ffbc,14-10-2020,21,No realizo la décima aportación,550
2466,d1380b5e6d0a4f16b3626acff3552530,31-01-2020,39,Problema con tercera aportación,618
2467,290ce71e0ec1447dbe17ec9d3d075e81,05-07-2021,31,Primera aportación puntual,887
2468,3dadc01172ec408ea1b0ed3c636821fe,01-04-2021,25,Primera aportación puntual,533
2469,feb473c51b674ac79edbad705c06a8b8,12-07-2020,95,Problema con tercera aportación,003
2470,61c90acb412e4c4f94337c80c866bc00,22-05-2020,27,Monto de aportes,853
2471,2896d7e5039c4017bb0ba367c74fa7b7,18-06-2021,63,Monto de aportes,224
2472,4bf314328be342678c85624d6db99b81,12-07-2021,96,Revisar mínimo de aportes,403
2473,7c39a2f9757f4b2181b0ad89d1090b6f,21-01-2021,85,No realizo la décima aportación,236
2474,f3fd8fc779ad4d998d18175b7718a6bd,07-06-2022,96,Problema con tercera aportación,740
2475,677d5614b54a4f8a887c7381238bb41e,12-01-2022,31,Monto de aportes,767
2476,8c23a0944c5c4448b8387d691d2fe91f,30-08-2021,02,Primera aportación puntual,740
2477,4611bae7e79f443ea6e8fea6fa6f82bb,22-02-2022,44,Revisar mínimo de aportes,487
2478,f92073c7480843079bb0e9ead5282325,20-10-2022,81,Problema con tercera aportación,280
2479,48be2b95efdb4e8c80f05c320b7e6cdc,04-08-2022,78,Primera aportación puntual,175
2480,3cb85cccc4234d5f8912ec3b91a36762,23-01-2021,44,Primera aportación puntual,029
2481,1b07092b40384ad194e6e7e4845ce3f2,08-04-2020,03,No realizo la décima aportación,460
2482,1def104aabb74f4baa9ef4bda22868c1,05-09-2021,43,Primera aportación puntual,782
2483,7e5c4c133a8d4ce38afa053b3df94d2c,11-12-2021,69,Monto de aportes,551
2484,efa94a58836141dfae950226ffa86d17,12-01-2020,69,Primera aportación puntual,569
2485,d61f9f87150042b0abb167db701ac841,04-09-2022,59,No realizo la décima aportación,811
2486,be4bce8f31084b499960d4fc04bb64d4,04-11-2020,58,No realizo la décima aportación,123
2487,52299d238b194d978eacec9ebf8aef0a,27-07-2021,59,No realizo la décima aportación,747
2488,8b46c29d1e7443139e780d1ba1f6b71d,25-12-2022,29,Monto de aportes,090
2489,323ad0e39f58481d908ea3081864166f,04-07-2021,60,Primera aportación puntual,627
2490,c64f6554852f44249d45642c04e7ba01,15-06-2020,29,No realizo la décima aportación,946
2491,4e96a9c627b94df2b7073fa64418ac86,13-05-2022,23,Revisar mínimo de aportes,448
2492,8cd8641ddf924b76bd4e5c8c0a8201e0,09-01-2021,91,Primera aportación puntual,018
2493,2e1d538dc9e1496dac37a8ae2d45b254,20-10-2020,91,Problema con tercera aportación,398
2494,acb2ec140bd040e0ac625b04c56ade10,16-03-2022,35,Problema con tercera aportación,797
2495,07c833dd5291476bbe13cf1918757fc2,10-06-2020,81,No realizo la décima aportación,036
2496,a068d12401e44c9893e9b396534cb0fb,19-05-2021,72,No realizo la décima aportación,261
2497,81e8d79f49464d929ab617ff6392d441,06-10-2020,26,Primera aportación puntual,496
2498,f940fdb22a374e4f93ed252ca0b642e3,17-06-2022,21,Problema con tercera aportación,212
2499,6fc7f18ec6d4415cafe9dac6472726db,23-01-2022,06,Problema con tercera aportación,847
2500,9d7f1ee6b5d24f2db5f573e63abd8f84,01-06-2021,67,Monto de aportes,920
2501,8766986bbfa74116b5cd37d37504bee3,02-03-2021,34,No realizo la décima aportación,641
2502,18c0e03511ff4905a85e6f378fc73f6a,28-11-2020,82,No realizo la décima aportación,581
2503,75bca42863604b0cbbc3b836c68785e4,20-07-2022,17,Revisar mínimo de aportes,615
2504,33dcf68bd61a4b7bb0122feb1159d8d3,21-09-2021,16,Primera aportación puntual,343
2505,f475512950114d739f1382020b235276,17-11-2021,60,Problema con tercera aportación,125
2506,aa60793f6e9e4f89a9338c3256ee4042,18-12-2022,65,Primera aportación puntual,307
2507,549d495b86294626bce43e722977b54c,05-07-2022,90,Primera aportación puntual,750
2508,e97116f819a94eac932062bdc6e63f75,18-07-2022,93,Revisar mínimo de aportes,012
2509,261f578a93fc4228a1c28c26a6050a34,29-11-2021,48,Revisar mínimo de aportes,900
2510,de8ceb7a81a244959b28c3dd9f21ec14,15-05-2022,95,No realizo la décima aportación,391
2511,b009935920e144099d01113195d49147,17-12-2020,99,Problema con tercera aportación,276
2512,758a0f5e579c4b7ca680ffd065d063d7,25-05-2020,44,Problema con tercera aportación,699
2513,333bcf8b3034437099c286e658a06df8,10-02-2021,51,Problema con tercera aportación,448
2514,699d30ff6ade42778b131643e990a016,30-11-2022,01,Primera aportación puntual,871
2515,f20494c95d9044e39804ee2174d56acc,24-12-2021,84,Monto de aportes,380
2516,4c65fe6a5bd349ebb745875aa3849bfa,23-11-2022,25,Monto de aportes,548
2517,5386dae6985e4541a657ea9ccfdaa053,10-11-2020,53,No realizo la décima aportación,758
2518,f3ce4c4d473e4b8cb43972421b9e3cd3,24-02-2022,71,No realizo la décima aportación,623
2519,1c0495173e634f5a958d8ee6034431a7,30-03-2022,08,Problema con tercera aportación,253
2520,f95a6d12dc5f4b0a88e2f7f5501612ab,16-05-2021,70,No realizo la décima aportación,490
2521,ea69f3618c5f4aee80146169a0a97afd,24-05-2020,12,Revisar mínimo de aportes,902
2522,6f51ea4fd55445acab984b0fc589cef9,17-07-2020,53,Monto de aportes,232
2523,81d0250f084149c28ed75bf69a0c4edd,11-03-2022,72,Monto de aportes,739
2524,c244be82f8b2403a897eb29d57c16ac9,19-01-2020,08,Monto de aportes,336
2525,5059db273b1648599b4c4084cc7c5424,24-09-2020,00,Monto de aportes,720
2526,6aa96cccee224d2a97c6ff8e0a1e24cf,02-11-2020,71,Revisar mínimo de aportes,139
2527,59e7e2015c0d494ab5421404e8f65952,26-02-2022,14,No realizo la décima aportación,348
2528,9735355e03ba44e88301a62654da838a,18-04-2021,74,Primera aportación puntual,682
2529,1243a5f962b34cba9331f28d23adb1d2,17-07-2020,53,Primera aportación puntual,076
2530,491ed00da5e4412d8d4ecd7ce5b01ad7,08-11-2022,42,Primera aportación puntual,448
2531,364398d492e04a59aee0a523586fdda9,23-02-2021,50,Primera aportación puntual,212
2532,2d7ab67250b24b1986e2786d82a51c7a,15-02-2021,88,Problema con tercera aportación,903
2533,de7daf6aa47943bda177ccfc4aae9aa4,19-05-2021,15,Problema con tercera aportación,207
2534,f38b82ef34a24e3aab725662fdb95bc2,17-07-2021,68,No realizo la décima aportación,012
2535,2fd2bee90ff64149bfaa5fd29fe1051f,06-07-2022,75,Revisar mínimo de aportes,062
2536,0e05af6ddb0c4ed18747ec54eaa4a099,20-11-2022,32,Revisar mínimo de aportes,361
2537,26ade60580a747c5ad9efb1a46e0f8f4,10-01-2022,79,Monto de aportes,219
2538,0b7f2321560042a68bd56c826c56e011,16-11-2022,03,Problema con tercera aportación,016
2539,0f2e488575b043b9b7c8f531ab9616ec,15-07-2021,59,No realizo la décima aportación,184
2540,3b71d654211d4ae287dec99ed9833dc2,11-05-2020,00,No realizo la décima aportación,271
2541,f6ac260e36ff45d5ae2b9cdd53c58822,09-09-2022,64,Revisar mínimo de aportes,013
2542,c5f1a02afc614dd6b48b93dcc3e9e594,06-04-2021,98,No realizo la décima aportación,244
2543,bf9ecea79e5440ecadfe7e03d2a8b445,30-01-2022,89,No realizo la décima aportación,997
2544,04cfab0c41904f1ba250b2d82900e8ed,18-01-2021,87,Problema con tercera aportación,075
2545,b776fca7184842488007f1cd100aa20b,14-02-2022,40,No realizo la décima aportación,479
2546,1b8764fb515d497ba0fd53497bb128c2,29-08-2021,83,Problema con tercera aportación,783
2547,ca4ea560958d42bba0bdbbd28d7ed7e1,20-06-2020,12,Primera aportación puntual,370
2548,968d725ca7fa426f88feb893d0286114,06-01-2020,80,Problema con tercera aportación,634
2549,cede80e1a77142f0ab3d94719bdcc7fb,16-10-2020,15,Problema con tercera aportación,633
2550,67b72e5cbf65438ab78bec7f12aff636,19-07-2022,61,Primera aportación puntual,919
2551,d68c5436834d45ef81948c18cb337a38,29-05-2022,04,Monto de aportes,737
2552,2e0be62481d94dff85a3c13ad8a44098,23-03-2021,51,Primera aportación puntual,536
2553,ea59c9d064b641379c14a6baabd9adb4,07-10-2020,99,No realizo la décima aportación,533
2554,212fdab027a5416197d058adc392c48a,12-02-2022,88,Revisar mínimo de aportes,956
2555,4760cd7b76d148dba0d4ceecbc6aeed2,14-12-2020,86,Problema con tercera aportación,433
2556,1983b8dd28514ef6a3674462c13520f9,04-01-2022,21,Problema con tercera aportación,084
2557,5c819ae58b3b46869565534f1f21c55b,08-10-2022,16,Monto de aportes,890
2558,bf6b2dfbe8a047c3bf8e43abdcec34bc,21-09-2021,50,Problema con tercera aportación,355
2559,347859499ce144768da9357028ffeba6,28-12-2021,94,Revisar mínimo de aportes,195
2560,b5b78100d7f4449dbc42c31c39b13944,09-09-2022,73,No realizo la décima aportación,738
2561,7c23e46ed3634917a5c439d9556c2790,22-02-2020,69,Primera aportación puntual,682
2562,dd5023a7546d421f9438344851c53cfd,03-01-2020,38,Revisar mínimo de aportes,700
2563,328ea33d025346d5bf03077272de886b,19-03-2021,63,Primera aportación puntual,425
2564,2da9b498aaa44204be95c128e33d7db1,03-08-2022,67,Monto de aportes,816
2565,39e02a9ff3654f26a639dec39ac31b6f,10-07-2020,08,Revisar mínimo de aportes,070
2566,343bf444d8394e2eadc9f7fd9c95baa0,20-12-2021,08,No realizo la décima aportación,433
2567,cfbedae8f4a84087b1e943e77c39fb87,06-07-2022,15,No realizo la décima aportación,604
2568,4a3f85233b474a2daa112596d876a3ef,19-03-2020,65,Monto de aportes,205
2569,a32b6c1e5e99437496cda81659e8593b,29-03-2021,38,Problema con tercera aportación,909
2570,99a7bc98ab194e609dbbc5f739cdfad5,10-05-2022,59,Problema con tercera aportación,232
2571,dbab7df8957041f7a7886097fb680d5f,22-05-2021,92,Monto de aportes,481
2572,101700bcdc08455d9b51f029685d7c4c,29-12-2021,29,Monto de aportes,784
2573,7b12ec6d932a47e1987ef86453f5313f,29-11-2021,65,No realizo la décima aportación,431
2574,b038f98b722b44f6972a65a9c128792e,08-03-2021,17,Monto de aportes,666
2575,fabe51a3e90340e38553c6eed92c9ea5,21-09-2022,82,Monto de aportes,897
2576,726dee5f074b464f8f203cb615cc3b85,12-12-2020,19,No realizo la décima aportación,171
2577,dce0a88115354e49973f09bca30a8092,20-11-2021,19,Revisar mínimo de aportes,941
2578,9a325da4d8774ee184dc130039e99517,09-11-2021,61,Primera aportación puntual,858
2579,5480b18d7a994abba06030f508b72551,10-12-2021,43,Revisar mínimo de aportes,658
2580,7de37e9fa618465284f856df46cc75fa,13-06-2021,03,No realizo la décima aportación,359
2581,ba7a40e4249c49f890936e6763475e02,08-04-2020,21,Monto de aportes,096
2582,afff5fc65a1448aba60be99d56c2d684,16-10-2020,79,Problema con tercera aportación,303
2583,6be3782ab2dd4c60929c034c31d7f7d1,09-10-2020,58,Primera aportación puntual,198
2584,e5679020a5a54d35977c450b5adbb377,27-10-2022,14,No realizo la décima aportación,007
2585,36549cb6521540ceb51964aab20694e8,13-08-2020,17,No realizo la décima aportación,325
2586,3721be2f13e349278a043a8aafce3e41,17-07-2022,69,Problema con tercera aportación,119
2587,b3dc0a348a1f44c8ae433e61a0745363,06-11-2020,46,Problema con tercera aportación,281
2588,7759a4cb9dc6430989dba99f36628473,24-09-2021,18,Monto de aportes,490
2589,eac8943f9b554d428aa3a10cafae8d8e,30-12-2021,97,Revisar mínimo de aportes,866
2590,6c55a0fb338947d8831dc455c2f8cb33,31-07-2022,83,Primera aportación puntual,531
2591,b56aeb029439423e9fe98a464fc0aba1,04-12-2021,20,Problema con tercera aportación,945
2592,797f77fc0efc4742a36c8667a25291f6,20-03-2022,77,No realizo la décima aportación,074
2593,d648387166784c3abf2ad429718d4183,22-11-2022,58,Primera aportación puntual,154
2594,31b6ccf04798463497ee94bc44b5d360,15-06-2022,70,Revisar mínimo de aportes,618
2595,c4e0688311414f0ea2981fef5c2f6a2b,07-01-2021,70,Monto de aportes,404
2596,e9d702fcd8304c189c018fab6416e064,27-04-2021,76,Revisar mínimo de aportes,912
2597,82b0576452d44f0083b29286ac15466e,21-01-2020,44,No realizo la décima aportación,082
2598,c82de48e06f14cbeb2f74d557b6b1198,28-07-2022,65,Primera aportación puntual,375
2599,794fe1a449d545bab1057025f7785a26,07-05-2021,43,Monto de aportes,922
2600,39353545650646568013357fec735a94,29-09-2021,10,Problema con tercera aportación,317
2601,628c716adde94a27b3113e9cf9290b23,11-08-2022,58,Problema con tercera aportación,354
2602,fdc9b081db864095adf9a18b0d2416b8,05-04-2020,96,Problema con tercera aportación,372
2603,2908841db59b4ad589e111239efa6802,04-01-2023,55,Problema con tercera aportación,332
2604,628dd0db13f24697a2c463a9a4135549,26-12-2022,04,Problema con tercera aportación,434
2605,ba5af09ac1034a02930082275524dcbe,05-05-2022,41,No realizo la décima aportación,435
2606,49d69182802b421696845d917e77e468,29-07-2020,50,No realizo la décima aportación,531
2607,61d605cd0c924ffc89a297ba00def497,19-06-2020,17,Problema con tercera aportación,455
2608,929305c21f514c938a9e1dba9541689f,06-08-2022,72,No realizo la décima aportación,710
2609,7d62548640504b4689307910c08cd1c5,21-01-2020,53,Primera aportación puntual,464
2610,5361b548d7e0420083fd5d34ae7b51b5,20-09-2020,19,Monto de aportes,021
2611,4a026c6209e24f078a32cc531b334f5e,19-03-2021,65,Revisar mínimo de aportes,391
2612,0c23e100688842d4b06c5432455abfc0,20-04-2020,23,No realizo la décima aportación,533
2613,80afea5209b94149be3cc9cc8f182c1a,21-08-2020,10,Problema con tercera aportación,826
2614,e6898123b21947478000209055a47e3a,11-02-2021,09,No realizo la décima aportación,213
2615,0390059093874455942c4d3188e87080,13-10-2022,76,Revisar mínimo de aportes,490
2616,e37050a7597d44a39fd1385872517f03,09-06-2020,47,Primera aportación puntual,307
2617,e3f0fbd4b87744d89ab7db25debe1e77,23-06-2022,52,Revisar mínimo de aportes,524
2618,b746a7500791424e98ca1681f654a72d,29-07-2021,08,Monto de aportes,524
2619,57417a43099b4a0cb8cf6578c34c7553,05-07-2020,81,Primera aportación puntual,701
2620,c0bfb8360dbc4f9e8c0f4268c7998e39,04-07-2022,76,Primera aportación puntual,080
2621,15f7b792d8c4441a87d43da0c7709ce9,05-09-2022,13,No realizo la décima aportación,059
2622,f14069d7a3ee4b2d9473f3b945c5f790,21-09-2020,46,Revisar mínimo de aportes,982
2623,59e3c9598ff34b7283832e82de08a0f3,16-06-2020,59,Monto de aportes,706
2624,ee8f324ceb45452d8c3b038cfa4f2a7c,20-07-2021,45,Primera aportación puntual,821
2625,57a2a6925e0e48f39c683f2202b69b09,11-09-2021,02,Primera aportación puntual,271
2626,8893ae5979784fddb4718d12795f6708,15-06-2022,10,Problema con tercera aportación,070
2627,07288e5925f44aeab7333432f8af6ffa,29-09-2021,26,Problema con tercera aportación,246
2628,32d0819ae7884d90abc3b28246f33a43,11-10-2022,27,Revisar mínimo de aportes,655
2629,79ba8bf8f68142ee8ab83aa057518216,21-05-2022,29,Monto de aportes,107
2630,a930ac80a20c4d5583237426b2456260,20-01-2021,55,No realizo la décima aportación,799
2631,f2034f0ca59c473da72593abeeb88387,16-07-2022,22,Problema con tercera aportación,168
2632,15c3b8f397fb41508d728781c4e0e36e,19-05-2022,93,Revisar mínimo de aportes,217
2633,b50c642d221a404cbc2dcc6e973fae28,08-02-2020,25,No realizo la décima aportación,244
2634,12f852b1ccb44fbd9e1086f678838ae8,05-09-2020,07,Revisar mínimo de aportes,574
2635,ca68d0b2a2d743fba4c1db16bfb4efe4,21-07-2021,51,Revisar mínimo de aportes,947
2636,2a6d98d77a51470b882cdd94236bcebe,17-03-2020,74,Primera aportación puntual,351
2637,cf40e3617f0b42fdb04e2a299b9414af,13-09-2020,68,Revisar mínimo de aportes,550
2638,8e34962e4b2149d095e935555e25e574,27-11-2022,91,Monto de aportes,573
2639,f6793ff04f9d4b8b89e7d017a57e8700,11-12-2020,38,Monto de aportes,349
2640,6ce873cc992944018d5f2d7b2963a964,06-02-2021,33,Monto de aportes,689
2641,a6c7efc280494c6387aeae5e5c3e2b1e,01-01-2021,05,Monto de aportes,830
2642,1f94cfed5b9d49fb83751bb4f7f55310,12-11-2020,03,Primera aportación puntual,129
2643,e584b141bb7f49879c084878744e4f30,22-02-2021,62,Problema con tercera aportación,318
2644,4b658bc36fb64019b534a8175525f679,21-07-2022,53,Problema con tercera aportación,877
2645,9ca5cc0f77104e11a567b0b05ca2ee1d,03-03-2021,11,Problema con tercera aportación,384
2646,56b05d790816460e84727d222da0f12a,10-08-2021,05,Problema con tercera aportación,568
2647,c70a341a8f74467db4ee1d9e37cf93ef,01-02-2020,81,No realizo la décima aportación,608
2648,8a3093b881d5414fa26eb62f921c7b08,22-07-2020,39,Revisar mínimo de aportes,478
2649,d58fcc0330964446b4d8ad99d895eafb,10-07-2022,56,Revisar mínimo de aportes,144
2650,9a4c77a3ebde43289e2ab368692380a4,09-03-2022,57,Primera aportación puntual,920
2651,a12aed38c4334afc87d1e08347f3aafb,01-09-2021,07,Monto de aportes,617
2652,269b00bfebce46f0b4d0dae3c55dd27d,14-07-2022,99,Problema con tercera aportación,280
2653,42e85605b10a43abae4eec32f6857300,18-01-2020,18,No realizo la décima aportación,235
2654,3f4b432439ec48e3a68632d54840dcb3,20-12-2020,70,Revisar mínimo de aportes,005
2655,7c830e518be045098d5c27ff9a0a29ac,31-08-2022,26,Primera aportación puntual,153
2656,acd224b9be454242ae7a154ee7bb96e3,12-07-2021,91,Problema con tercera aportación,745
2657,7df7f16a0bd14678bd0983353e24eb7b,10-04-2022,74,Problema con tercera aportación,694
2658,c158d9317c7c496f83d95ac3cfd10075,07-02-2021,60,No realizo la décima aportación,538
2659,3e4f70fbedc9440d96a5bf2045fb7ace,18-10-2022,36,No realizo la décima aportación,353
2660,5537c7ba730a4c7f81251fc038dd664d,03-12-2020,81,Primera aportación puntual,724
2661,1144ee15b7184de3bd9d08277327c8b1,25-05-2021,17,Problema con tercera aportación,327
2662,a53be8da3baa4acfa70806dc651196b7,11-02-2021,49,Monto de aportes,557
2663,7cafe7acd0bb40e4bfe16a8c6646cd37,27-05-2021,50,Revisar mínimo de aportes,378
2664,864cb9d38a544ef5bcd34a316fe0737c,24-04-2021,34,Problema con tercera aportación,250
2665,154f7bdbad4f4d06b770c4dee5ead2fb,08-02-2021,64,Problema con tercera aportación,050
2666,a7529845169b4db1bf669d357ee45719,14-01-2023,37,Primera aportación puntual,325
2667,8532cbe7fd5a44ffb8263c9f97f1b201,04-09-2022,44,Monto de aportes,249
2668,328694c85ac04e8ab34ec2fc89938790,01-02-2022,52,No realizo la décima aportación,563
2669,ff49497935154cc7b485c2fef34a1f9f,21-08-2022,06,Problema con tercera aportación,764
2670,efe9f3cab2904c2bbfea64b3a84cecb2,10-03-2022,00,Monto de aportes,429
2671,b09cb790e33348c6acbe6a6855285f6c,16-06-2022,87,Primera aportación puntual,506
2672,afbfcbabfeac4786b2492145b3df34b3,07-03-2020,47,Revisar mínimo de aportes,468
2673,a4172a900eb7420da4301d77ba26650f,25-10-2022,58,Problema con tercera aportación,531
2674,5ff1bf2a92e74734a40c4ce0ce947b11,06-09-2020,50,Revisar mínimo de aportes,239
2675,e7f9415874464dee9cc16d37184cf85f,27-11-2021,44,No realizo la décima aportación,351
2676,e8d3bdaf41e74c07a0ed00a9508de30a,28-03-2021,56,No realizo la décima aportación,332
2677,06ce53dc72474c949e72fabd34b75e7a,27-06-2022,34,No realizo la décima aportación,836
2678,8a71d713e7cc48788d75735cbdf5644d,09-07-2020,63,Primera aportación puntual,011
2679,5f1df8ce418542dcbbac2a6da588405c,02-07-2020,26,Monto de aportes,879
2680,ab46a0258fb1488bbf6bcb830dce6d10,30-10-2022,87,Primera aportación puntual,473
2681,68361041d0134b61bab8104bc2dc4097,07-06-2022,54,Monto de aportes,595
2682,9651a78199e14e54a2949e1a09a0f328,19-02-2021,94,Problema con tercera aportación,059
2683,749c7d37850c481eae3618738d2ab4fd,12-06-2022,94,Revisar mínimo de aportes,322
2684,b99666bb8a3a4b42b77c987d0332b15b,15-08-2022,15,Problema con tercera aportación,730
2685,7d1ad77166d74ab09337a77dedafbf0d,13-03-2020,47,Monto de aportes,443
2686,023a083d60dd4f09aa362c0e6e79fb88,18-09-2021,18,Problema con tercera aportación,265
2687,50de4ff3012348adb2410fd212cf2720,25-11-2020,23,No realizo la décima aportación,980
2688,6d1ff4bbb5c14505863698ddc983c18c,15-08-2022,29,Problema con tercera aportación,701
2689,2b854783aaae40b9bafa2bcab62b29a3,07-08-2022,32,Problema con tercera aportación,698
2690,682760b59c5f4153872c0d7221ff0a67,05-07-2021,18,Problema con tercera aportación,787
2691,ba2f92c49e444c92b20c83a91960e896,23-06-2020,81,Revisar mínimo de aportes,156
2692,e59617d5668043f8ae1ef00567af29e4,28-05-2022,13,Problema con tercera aportación,900
2693,a9385ee92f3a42b7a5470659fbb76102,02-12-2021,85,No realizo la décima aportación,349
2694,85ef286fce3441398d92c22c1cb7818c,08-12-2020,94,Problema con tercera aportación,438
2695,683b1b8eb5284621bfd3c588948a9df5,20-09-2021,10,No realizo la décima aportación,393
2696,2ad936741dbe4ecbb8ad71d0a06499c5,18-11-2020,18,Problema con tercera aportación,425
2697,a03b10c4d981438ca5ef90d26f8547d6,03-05-2022,74,Problema con tercera aportación,580
2698,cb836f00ff484eb7a16e9baca6b599bd,13-06-2022,26,Monto de aportes,327
2699,b5c44bf6dcd34277a10e7d8cbd35a3d7,17-11-2020,33,Monto de aportes,612
2700,05d36cdff9064cef86473d963d8f78ef,27-07-2022,26,Monto de aportes,232
2701,19a8f0348a264767a6fbd41b4e6009e8,10-05-2022,85,Revisar mínimo de aportes,362
2702,e2978289788c46419922a938352f6f1f,15-02-2021,36,Revisar mínimo de aportes,471
2703,72f4d67b22b84f469dda317f6956ff1d,21-02-2022,94,Monto de aportes,534
2704,c384c8edc6fb4035b41b4146c8f49cdd,30-05-2021,92,Primera aportación puntual,580
2705,ba86b0aebd17423daa2e469e5aa42d83,05-10-2022,66,Problema con tercera aportación,800
2706,b5106a251ed847ef860decbf3d2b54fc,28-07-2022,56,No realizo la décima aportación,772
2707,222e47245eca48c88cfc5f7127c10531,11-03-2021,15,Problema con tercera aportación,881
2708,b828131b991942998ffeec35f3f2962e,26-07-2021,19,Problema con tercera aportación,605
2709,0c266fdf6e7842d799307a10dabe930c,08-02-2020,68,Monto de aportes,635
2710,45d0bbdeaabd4b4ebb0855672f7ff043,02-01-2020,88,Monto de aportes,484
2711,83c4749416864e9494d3125d7ee7d567,26-03-2021,14,Primera aportación puntual,753
2712,79c5b83d6b444e39bb65ebcaa71777cd,17-03-2022,64,Monto de aportes,974
2713,590f0e4b867442f9b3417be49f914a74,19-01-2020,19,Primera aportación puntual,935
2714,d52120c816b34fcba68d7a3f35780b48,24-04-2020,38,Problema con tercera aportación,909
2715,b49b19a12c5c4dc9a1e5a926380403c9,10-09-2020,71,Monto de aportes,237
2716,51cdc6aeda3648d68fa036150f4a8525,24-11-2020,14,Primera aportación puntual,387
2717,b05c825a784b4d60be309a9230c00bac,23-05-2021,74,Problema con tercera aportación,177
2718,abbb5fba231a4058b310dbd065f8940f,20-01-2023,85,Problema con tercera aportación,196
2719,f98ceb7f524b45d394e7ce0428fda59d,23-04-2022,19,Revisar mínimo de aportes,852
2720,a2d2331657bd492bbf79ac25a612083f,19-07-2021,52,Monto de aportes,245
2721,108c7ee850b249fea5f76850da0e4cd3,21-01-2022,18,Primera aportación puntual,944
2722,69aacc3df163413c90e57557f9f2f165,15-01-2021,57,No realizo la décima aportación,257
2723,24fe7549c0c04bf0b7743cb22cc56730,14-07-2020,96,Revisar mínimo de aportes,871
2724,bfda08f40cd34c9a862d56ab941d4c2c,26-10-2021,17,Problema con tercera aportación,502
2725,cecaea23fcc340c09aa714806f265d09,02-04-2021,38,Problema con tercera aportación,740
2726,1af4498492fe4fe6ab7c4c674a616e2b,08-07-2020,86,Problema con tercera aportación,767
2727,9cd02072478e451993c671bb7e4a9bda,18-04-2020,56,Problema con tercera aportación,640
2728,a7d71b6c277544b88d173eb9d8673fe9,01-01-2022,07,Primera aportación puntual,610
2729,c9fcff9927694a9da386668b3755d124,15-11-2022,33,Problema con tercera aportación,398
2730,593dfb4fa05642ccb40432d525546b30,05-01-2023,65,Problema con tercera aportación,968
2731,8da31ed02cbe4dcc9f55b89ad733589e,25-08-2022,95,No realizo la décima aportación,852
2732,f58e974d44074bf4bcdd66773a10a4e7,02-01-2021,00,No realizo la décima aportación,637
2733,7be1f5604f7a4a00877ed79961b37b36,07-01-2021,38,Problema con tercera aportación,834
2734,87c4aa8fde7c44a383f948a9c5cd85dd,06-08-2020,58,Primera aportación puntual,579
2735,b6ba069f88354b329f9fe73fabac65f4,29-07-2022,20,No realizo la décima aportación,702
2736,bb40ed6e2ca4439fb610cd1ccf9f8399,25-09-2020,99,No realizo la décima aportación,725
2737,0791ab1b9e9940aba0418cd0267fcd42,29-07-2020,03,Problema con tercera aportación,158
2738,2277969e60454b71883126b57bf1239f,16-09-2020,33,No realizo la décima aportación,690
2739,cf0d5ea435c34bff9adc284c6c214d2c,19-12-2021,50,Primera aportación puntual,177
2740,443e493863874b7f90b8585afa868a2d,03-01-2021,50,No realizo la décima aportación,587
2741,9accbd06a41049f8a0bdf54dbf6be879,23-06-2021,96,Problema con tercera aportación,359
2742,3b7e77758463478a9571468dd5436305,06-01-2022,42,Revisar mínimo de aportes,723
2743,7dcc1a87ad2e44cd80364f93afec815d,17-02-2021,68,Problema con tercera aportación,174
2744,69cca05c8e88438f848d480d88dfd019,10-02-2022,81,Revisar mínimo de aportes,055
2745,5ebaa61a11bb4cb9a6806051c7d6a9c8,05-01-2022,38,Primera aportación puntual,835
2746,fd079b1ae1074400a10331cbbbd25e05,08-08-2021,83,Revisar mínimo de aportes,480
2747,257de9cd8b6842eeaad2f4d22ff8b23f,25-05-2021,81,No realizo la décima aportación,802
2748,a9d02f61edaf4d7bb5db079629b40c2f,18-09-2020,17,Monto de aportes,218
2749,cab2ccff794a4b4ab79e00da6db8d7e3,23-07-2022,05,Problema con tercera aportación,985
2750,0ec15f1460b343eea41d7bca082bf362,11-03-2022,82,Revisar mínimo de aportes,621
2751,feeae7274e8d4908933d507af1011403,20-04-2020,00,Problema con tercera aportación,534
2752,6ef8dc3effbd4b6a8c8f442936b37a60,27-08-2022,82,Primera aportación puntual,429
2753,f7e21b5c76de4be2af08a20a62515384,08-09-2022,51,Problema con tercera aportación,323
2754,a1b12b564a2c45dfbc645257be89168d,13-11-2022,86,Problema con tercera aportación,478
2755,9a75bda9b40447988d4401a94d38a758,22-08-2021,24,Problema con tercera aportación,748
2756,8cb997d7b7364ce0bbe4e1a5c5b62a14,10-09-2021,58,Revisar mínimo de aportes,178
2757,4c3c185a6867422193ef13096d136f26,29-10-2020,32,Problema con tercera aportación,739
2758,91c8528046a64bae914cd6e1aaf33866,16-06-2022,81,Problema con tercera aportación,700
