,INT_ID_EMPRESA,VAR_NOMBRE_EMPRESA,VAR_DETALLE_EMPRESA,VAR_RESPONSABLE_EMPRESA,VAR_PROVINCIA_EMPRESA,VAR_CANTON_EMPRESA,VAR_PARROQUIA_EMPRESA
2575,94a0a043fc914df7a8a365d8b5c62822,Andrew Coleman,Orfanato,Mark Anderson,Francisco de Orellana,Giron,Chilla
2576,aa33a4c5a48d4eab83b32dde0f8ecb23,Michael Valdez,Ferreteria,Johnny Smith,Carchi,Santiago de Mendez,El Esfuerzo
2577,c6b5eb03325f488ca2ed7b4f33c46296,Raymond Adams,Empresa de telas,Paul Le,El Oro,Carlos Julio Arosemena Tola,Las Golondrinas
2578,a9644246a3264949bba8251b97728403,Arthur Marquez,Empresa de ropa,Kevin Morse,El Oro,Quevedo,Ballenita
2579,49c5c9c5029e46cf9e8b6acc580bfac5,Kelly Schmidt,Museo,Susan James,Loja,Muisne,Madre Tierra
2580,89d426fca02a4ded8f7508459e6ce5c0,Jennifer Cervantes,Empresa de alimentos,Tamara Pena,Santo Domingo,Limon Indanza,El Rosario
2581,70e9ff654c53426b979b3396589e9850,David White,Albergue de animales,Frank Johnson,Morona Santiago,Yaguanchi,Pasa
2582,2cfcc4d408dc49c7a53cb1d41390a3ee,Emily Hodge,Albergue de animales,Whitney Mathews,Chimborazo,Palestina,Pataqui
2583,fe25406790bc49c588ad347932d38684,Michael Lewis,Elaboracion de instantaneos,Mark Hopkins,Manabi,Oña,Concepcion
2584,2bbdcf00825542328b2749734b00467c,Jonathan Stark,Editorial de libros,Steve Burnett,Azuay,Loreto,Mocache
2585,88e3614516b14a558b3dc46a9d043eab,Kylie Mitchell,Orfanato,Paula Rhodes,Cañar,Vinces,Pifo
2586,e2fc531c30c847cc921247ba27b504dc,Samantha Harper,Farmacia,Kelly Fisher,Francisco de Orellana,Isidro Ayora,Otavalo
2587,91abf9876d1c49b3b8fa66c5aebd950f,Amanda Morris,Empresa de juguetes,Jean Moore,Cañar,Antonio Elizalde,Llagos
2588,d8e3bd3bddf04bb3b950b16058e513d2,Amanda Smith,Elaboracion de instantaneos,Debra Steele,Tungurahua,Pujili,Cordoncillo
2589,4bfe2c3b3c9a4047a2827e318cba99d7,Laura Nixon,Peluqueria,Jennifer Griffin,Zamora Chinchipe,Sigchos,Nulti
2590,724f2192551a45a68ca6f573a4bff920,Dale Garcia,Orfanato,Daniel Sanchez,Francisco de Orellana,Isidro Ayora,San Blas
2591,bcb99d2386284292aefc30c6e360cd33,Jeffrey Crawford,Empresa industrial,Scott Decker,Sucumbios,Salcedo,Picoaza
2592,ea04f5b29ebb4243bf2af38cdcb32849,Adrian Mayer,Orfanato,John Perez Jr.,Francisco de Orellana,Calvas,Patricia Pilar
2593,48350ac178474f79abe8f7e2891b47f7,Dana Wheeler,Orfanato,Vanessa Herman,Cañar,Las Lajas,El Sangrario
2594,5a31214c867e4d179af9e9c89d2b5a25,Alison Nelson,Empresa de telas,Tiffany Rios,Pastaza,Salcedo,Union Lojana
2595,c975b60820d54670b7cc2cfbdc4ab7d4,Alexander Davis,Supermercado,James Myers,Guayanas,Mocache,Rio Blanco
2596,8f7595757ac84260b87c97514eabd6f0,Christopher Pena,Empresa de carros,Austin Smith,Los Rios,Samborondon,Pansaleo
2597,98c97ea27211453da1f6887bce96ad78,Angela Gonzales,Editorial de libros,Vanessa Hardy MD,Napo,Daule,Taura
2598,5f3ac7acb4ef44e3831c1015e7da1f96,Danielle Parker,Orfanato,Samantha Houston,Pichincha,Isidro Ayora,Maldonado
2599,ea4ea1f7794443d1a064d470a7c7e05d,Maria Bell,Empresa de gorras,Taylor Ramos,Loja,Loja,Bomboli
2600,98e86e6c9ddb496693fc710b55ee0e64,Connie Erickson,Orfanato,Kristen Stone,Manabi,Latacunga,Ramon Campaña
2601,8aafee62a00642da92fe03610fd0499a,William Lopez,Ferreteria,Brandon Forbes,Francisco de Orellana,Montecristi,Santa Elena
2602,06270bcf494d4977af4bd95ea99b175e,Justin Gill,Albergue de animales,Matthew Nguyen,Pastaza,Penipe,Salima
2603,89492902b52b496bafa7f423a522de7d,Nancy Garcia,Museo,Shannon Decker,Sucumbios,Logroño,Larama
2604,b36494b673c549b1accbfc5141690194,Todd Moss,Empresa de alimentos,Brett Mora,Los Rios,San Miguel de los Bancos,Pomona
2605,b7a7a53dd10f43c69bac53ae8e3072f3,Cameron Carlson DDS,Orfanato,Eric Brown,Galapagos,Quininde,Piartal
2606,c902687be9264691abeaa5f29fd0bcc7,Sandra Todd,Orfanato,Samantha Frank,Galapagos,Chillanes,El Recreo
2607,6d40a48d91e84ee380a512640cf5d7af,Jake Durham,Supermercado,Jeffrey Jackson,Galapagos,Palora,Lourdes
2608,081816a058074d189f9d45cf372a0da5,James Bridges DDS,Empresa de telas,Todd Hardy,Esmeraldas,Aguarico,Rio Blanco
2609,04786bd662de48a187bd2d972fe62617,Sonya Johnson,Orfanato,Victoria Mills,Pastaza,Caluma,El Carmen
2610,04b38284dd754c4c9f8137bf2531d4b9,Lisa Hicks,Orfanato,Anne Hodges,Pastaza,Marcabeli,Pomona
2611,656ff5086d754ef2950549be25da30bc,Joseph Holland,Empresa de software,David Gibbs,Cotopaxi,Yaguanchi,Paquisha
2612,09c2639b14104048a7507e55a5df5f20,Dennis Hunter,Empresa de muebles,Michael Brown,Azuay,Espejo,Cuenca
2613,dec65a2ccd7e4671bdb5e99b7b47082d,Kimberly Gonzalez,Orfanato,Jackie Davis,Santa Elena,Quinsaloma,Zapotal
2614,5085d96292ff45a2870b9a8beb5cd830,Yvonne Lane,Empresa industrial,Stacey Castro,Chimborazo,Duran,Atahualpa
2615,7b82edc07d9b428a9c1a3e0091cec5b6,Vicki Norris,Orfanato,Brenda Monroe,Bolivar,Arajuno,La Iberia
2616,159b3cd9192b434d8d640c077aab9a3d,Amanda Gutierrez,Empresa de bebidas,Dr. Jennifer Richards,Imbabura,Zamora,Santo Domingo de los Colorados
2617,b50c083848a54aa28ccd3ebdb347d82d,Robert Mitchell III,Museo,Eric Jenkins,Los Rios,Tosagua,Monterrey
2618,5e4680af508d4a1cb2a4dd6171ffc958,Zachary Reyes,Elaboracion de instantaneos,Thomas Payne,Esmeraldas,Tiwintza,Pan de Azucar
2619,331c74889d5e45da9ca236679d832f92,Crystal Cole,Ferreteria,Tammy Ball,Chimborazo,El Empalme,Cumanda
2620,9b43c42529944dc7ad62b19e2138569a,Heidi Johnson,Empresa de software,Rachel Burch,Napo,Eloy Alfaro,Pan de Azucar
2621,5adfea6b788b4a5cb2e5352515954646,Chloe Porter,Empresa de muebles,Hailey Combs,Imbabura,Pasaje,Ducur
2622,be9ec9f28c214f088130f478ae281c87,Chelsea West,Empresa de software,Linda Love,Sucumbios,Guamote,Chile
2623,b9aaf50814f64d5c973fe0110300d5c4,John Carroll,Orfanato,Franklin Cooper,Loja,Babahoyo,Santa Rosa
2624,9928fb71fedc4115bf8a0c133c62cd8b,Jennifer Watkins,Museo,Andrea Parker,Pastaza,Biblian,Pomona
2625,7b002d9332a644da9d53068ce8113bf7,Ariana Foster,Ferreteria,Laura Lucas,Cotopaxi,Zapotillo,El Piedrerero
2626,0f4938afce294c91b3131bd7fff1d81e,Meagan Schmidt,Empresa de telas,Kathryn Jones,Galapagos,Gualaceo,Rivera
2627,922ba176dfdf40bd8f56b0179f9963cf,Jacob Smith,Empresa de alimentos,Michael Alexander,Imbabura,Naranjito,Taisha
2628,8f3fb59b69f84ff99167e331fef003e3,Nicholas Snyder,Empresa industrial,Frank Baker,Cotopaxi,Mejia,Cumbaya
2629,9d25e4cbc24342f7a9dad4239aee691f,Tabitha Hicks,Editorial de libros,Tracy Moore,Manabi,Calvas,Aloag
2630,4c0a0f53f43344ffa53572e83c300c93,Jessica Lee,Empresa de electrodomesticos,Tina Adams,Sucumbios,Giron,Colonche
2631,f88cb55b9a214e4fa050d38fb9d861e8,Sharon Klein,Empresa industrial,Jennifer Ramirez,Galapagos,Suscal,Calacali
2632,51c23e4b61944b66b247596357ab3da3,Terry Phillips,Orfanato,Eric Ware,Chimborazo,Celica,Rivera
2633,b72a815ed681489c8303ae0c98faddc0,Charles Sherman,Orfanato,Eric Fowler II,Chimborazo,Cuenca,Quingeo
2634,de5c2dcab66a48a3866419062a7ea650,Maria Schmidt,Orfanato,Kara Rangel,Pastaza,El Tambo,Avila
2635,e91a796ebf0b424e8cb6f7afbb1c1d9a,Stephen Martinez,Empresa de electrodomesticos,Terry Hall,Cotopaxi,Saquisili,El Carmen
2636,4de32c1f90be44fd9f244d62e4769e38,Cynthia Hicks,Empresa de zapatos,Cynthia Lee,Pichincha,Quijos,Tarqui
2637,9b2611f673fb46a3a80c9d7308f633e6,Mark Wilkins,Empresa de electrodomesticos,Matthew Lewis,Santo Domingo,Arenillas,Piedras
2638,d38be81fb8e248b2a8324d5217ead064,Robert Pierce,Orfanato,Jason Taylor,El Oro,Mejia,Saquisili
2639,74d42ca697604c80b4e0e4e8735bdfe4,Becky Lozano,Empresa de bebidas,Vanessa Brown,Tungurahua,Rocafuerte,Pifo
2640,6f8a4892aa994dce83f1438ec1841b40,Dylan Cole,Elaboracion de instantaneos,Jason Stanley,Tungurahua,Rocafuerte,El Eden
2641,9f0fe26bef694b4c830aec333ce43f87,Shane Holmes,Peluqueria,Gregory Riley,Esmeraldas,Mejia,Cuyuja
2642,550385cf755942f0abaccc72903f60e3,Jason Green,Orfanato,Adam Hale,Bolivar,Santiago de Mendez,Patricia Pilar
2643,d38b7d62a1114bb38a02931453d37afc,Crystal Jackson,Empresa de juguetes,Sandra Love,El Oro,La Joya de los Sachas,Chontamarca
2644,35abb10d101b4503a7c3cb9274a99dde,Carl Flores,Ferreteria,Michael Carpenter,Bolivar,La Joya de los Sachas,Sagrario
2645,89495a3a8ee9464a8522a7310a3faf15,Janet Holmes,Empresa de alimentos,Victoria Williams,Cañar,Tiwintza,Tarapoa
2646,f730f1617d8848abb0233a00baa0b8c2,Jacqueline Oneill,Servicio de telecomunicacion,Sheila Aguilar,Galapagos,Manta,Zapotal
2647,791becc75ab545a1b8bbcac1ee306729,Andre Chen,Albergue de animales,Kevin Kane,Esmeraldas,Pujili,Tipitini
2648,e9959df02e1e481aabab0a198f89a5fe,Julie Wagner,Orfanato,Angela Williams,Azuay,Deleg,Mocache
2649,991a8eea425a432ab21b7d753d0c0992,Isaac Elliott,Orfanato,Francisco Garcia,Loja,Rumiñahui,Rioverde
2650,e9147301511740949b4a5e590d40e5ae,Sherry Love,Supermercado,Elizabeth Adkins,Morona Santiago,Sucua,Tarifa
2651,6a5df0c36f394b7190bf77b65b854f4b,Karen Wagner,Ferreteria,Denise Hatfield,Cotopaxi,Carlos Julio Arosemena Tola,Larama
2652,475efbb1667440248805adea21827a1e,Carla Wood,Empresa de zapatos,Vanessa Mclaughlin,Cotopaxi,Arajuno,Zumbi
2653,e481ae582759450eaf814770d351066a,Dr. Cody Moreno DDS,Empresa de muebles,Jordan Eaton,Cañar,Pedro Vicente Maldonado,El Angel
2654,24ff249da6a1495ca4c1c8e53d80c097,Jasmine Rojas,Orfanato,Danielle Gonzales,Cañar,Deleg,Aguas Negras
2655,9625b281425d4682a290f9d9e8afd16a,Jonathon Kent,Servicio de telecomunicacion,Jordan Steele,Galapagos,Camara,Calacali
2656,ceafcaf6900e44f4bcf7ee49851b9511,Brittany Heath,Servicio de telecomunicacion,Shirley Decker,El Oro,Balsas,Mocache
2657,70ee2758a67c41f1bfd167cbef353029,Brandi Lyons,Orfanato,Deborah Rivas,Cañar,Vinces,Paquisha
2658,80cb31ac163b409c994c23e5ee88e5e7,Julia Sims,Empresa de software,Katherine Allen,Francisco de Orellana,Palestina,Ramon Campaña
2659,58738ae2154b4c73a2fdaee242b3b391,Cynthia Reyes,Orfanato,Kathryn Santiago,Francisco de Orellana,San Juan Bosco,Loreto
2660,6b2b8b18831d4d1ba7b6347351d130a6,Kevin Roy,Orfanato,Adam Smith,Cañar,Tulcan,La Victoria
2661,96bf7fcddcfe439cb64bc9b8b76b0e56,Darrell Duran,Empresa de telas,Troy Jones,Sucumbios,San Juan Bosco,Nulti
2662,71acb06b7423483aa4bb8e5eb3c325bf,Judy Thomas,Empresa de carros,Jennifer Watkins,Morona Santiago,El Trinfo,Tusupamba
2663,dbe5a68d2c9b4604a3c2b3cd558dadd3,Priscilla Reynolds,Supermercado,Elizabeth Jones,Pichincha,Yaguanchi,Garcia Moreno
2664,af2173609c83477088473715434a96dc,Shane Byrd,Empresa de juguetes,David Mccoy,Cotopaxi,Chone,Chile
2665,aecb5f3c79c64bcdb802d99a8811b31f,Thomas White,Empresa de muebles,Mr. Edward Johnson,Chimborazo,Buena Fe,Telimbela
2666,cd95a40acd234d838aede75a232b7a70,Michael Hamilton,Orfanato,Reginald Thomas,Loja,Jama,Ciano
2667,be4f2ee307a5439692c00afd520476d0,Courtney Martinez,Empresa de gorras,Linda Black,Pichincha,Camilo Ponce Enriquez,Tumbaco
2668,b2309dd97c3546e686b5c03607edb141,Robert Tucker,Farmacia,Nathan Clarke,Zamora Chinchipe,El Tambo,Mera
2669,d62f9c49166c43619c6fd13813d9436a,Amber Cain,Museo,Elizabeth Gomez,Cañar,Santa Rosa,La Union
2670,18216c55806c4b71989ef3b6fe445b47,Carol Smith,Empresa de carros,Cheryl Calhoun,Azuay,Esmeraldas,Cojimies
2671,6f1b3a878a9d4ebf85eef19a8cc50519,Susan Williams,Empresa de software,Tanya Joseph,Sucumbios,Guaranda,San Pablo
2672,618f3ff5e9964c50ae79d53e490ab90d,Kim Davis,Albergue de animales,Elizabeth Hayes,Santo Domingo,Quijos,Amarillos
2673,d10a5a9c7ac948db872e55d5dbca1f06,Jill Harris MD,Empresa de telas,Sandra Rice MD,Chimborazo,Zaruma,Carlos Espinoza Larrea
2674,3343c777de1c42ba80d829bfa8a63480,Justin Mullins,Albergue de animales,Ralph Dawson,Carchi,Ventanas,La Libertad
2675,20d79ebb2e6c4ec9a2c70965023ecf2c,Theresa Tucker,Orfanato,Margaret Sharp,Zamora Chinchipe,Cañar,Rio Tigre
2676,b1a27fdbd48e4507a0a06799353cb5bb,Holly Baker,Supermercado,Angela Smith,Manabi,Azogues,San José de Dahuano
2677,4ce39c186ee2420a936c50b313c801a4,Sharon Ramos,Empresa de alimentos,Kathy Flores,Zamora Chinchipe,Puebloviejo,Huaca
2678,3462c5c0bca54f46b0f8f215941e35b7,Brandi Lee,Albergue de animales,Kristin Russell,Sucumbios,Puebloviejo,Palma Roja
2679,3f450a01f862497ab42bbfa44df20013,Mark Hardy,Elaboracion de instantaneos,Paul Greene,Morona Santiago,Yaguanchi,Picoaza
2680,f8e22d5734a5466c8dffec4b01e8d7a4,Robert Hudson,Orfanato,Matthew Knight,Morona Santiago,Lago Agrio,El Condado
2681,22df8e0b31d043e4981e5777ee6bb0f7,Shawn Williams,Empresa de ropa,David Hunter,Galapagos,Pichincha,Balsapamba
2682,442366956b2a4741bb23aadebad7983a,Jonathan Hines,Orfanato,Brandon Baker,Zamora Chinchipe,San Juan Bosco,Machala
2683,bb1d20f5140a4034b168d83f06dc7635,Richard Wood,Orfanato,Joseph Washington,Bolivar,Montalvo,Palenque
2684,f38dbea124d8436da2694b85db085c6f,Johnny Lopez,Orfanato,Devin Clarke,Pastaza,Cañar,Quingeo
2685,32e3fc4179d24b41b365b0dd525cf683,Joshua Mann,Albergue de animales,Brandon Hampton,Pichincha,Milagro,El Progreso
2686,4fc8af2aff354a0d95f5db74af0344b3,Anita Snyder,Orfanato,Michelle Pearson,Azuay,San Vicente,Aloag
2687,a58781cb95a740c5910eee9721270450,Greg Perez,Elaboracion de instantaneos,Joseph Garcia,Santo Domingo,Playas,Mera
2688,4c293f0868da4cb691bccdef421ef93b,James Miller,Empresa de juguetes,Michael Rogers,Loja,Carlos Julio Arosemena Tola,Larama
2689,507284f217bd4ffc8454b2aaba70a6ee,Jeremy Griffith,Orfanato,Todd Bailey,Guayanas,Quinsaloma,Rocafuerte
2690,24c57c6541de41d990b2de34d1684ca7,Amy Santiago,Servicio de telecomunicacion,Jamie Chang,Los Rios,Yaguanchi,Salinas
2691,2644d2e180c14be7bc7ecfe7e67736f5,Gregory Mason,Empresa de alimentos,Philip Lyons,Los Rios,Santa Cruz,El Quinche
2692,5dbca1dd21cb452db5fdaf3fd6c5d9bd,Gary Wright,Empresa de juguetes,Bryan Molina,Sucumbios,San Miguel de los Bancos,Taura
2693,d60dee1f01b540e4911a836d7f6fb624,Carmen Warner,Orfanato,Robin Bell,Santa Elena,Pindal,Salinas
2694,f54da2bd72c14235ab94ca332e1aa29f,Gloria Whitehead,Farmacia,Kathleen Thompson,Santa Elena,San Cristobal,La Matriz
2695,43eea1d229d342249cabcea117bd27cb,Susan Aguilar,Supermercado,Kathryn Hooper,Esmeraldas,Guaranda,Bellavista
2696,4e84400916d848549647d3817f39a87d,Raymond Gibbs,Orfanato,Shawn Roy,Manabi,Caluma,Cayambe
2697,4bc72bce4f764ff68f52995589a29063,Alexander Mccarty,Supermercado,Kyle Lawson,Pichincha,Riobamba,Anconcito
2698,d2f74246661d4e0fa780a687c0599a7c,Jennifer Martinez,Orfanato,Shannon Brown,Los Rios,Sucre,Tomas de Berlanga
2699,c214e8241fab43fcbee9b0f99803f4ff,Paul Vega,Empresa de ropa,Mr. David Oneill,Guayanas,Santa Ana,Chito
2700,79c4d290ecbe4de5971dd1d7d7917cee,Molly Sanders DDS,Empresa industrial,Kathleen Meyer,Santa Elena,Jipijapa,Ricaurte
2701,f39bea6781fa4cce893ed802a556777c,Joseph Johnson,Empresa de bebidas,Benjamin Murphy,Pastaza,Balsas,Pataqui
2702,a6fd3660e22649f8bcd1f8245d49530b,Mr. Jonathan Sanchez,Empresa de carros,Jason Schmitt,Cotopaxi,Pucara,Dureno
2703,1c00e1a43b53451dabd32a97efcd4613,Thomas Bell,Empresa de ropa,Alejandro Hamilton,Azuay,Saquisili,Avila
2704,922428b1800e4a9ea0a0bc8476ad05fe,Kyle Roberts,Orfanato,Marcus Page,Loja,Portovelo,Timbara
2705,159f725aac394d3da114d07d7e0ec667,Kevin Mccann,Orfanato,Anthony Thompson,Cotopaxi,Calvas,Calacali
2706,b6568fbfd62e42f49d43a9e53aa01abf,Michele Smith,Ferreteria,Andrea Strickland DVM,Los Rios,Alausi,La Paz
2707,fce7a5412b16402a86aa50ba7bd8f4c5,Tammy Garner,Albergue de animales,Jennifer Kelly,Esmeraldas,Salinas,Ducur
2708,73f92f4a201248efb0e758d37ef020a1,Eric Garcia,Orfanato,Edward Wilson,Galapagos,Yacuambi,La Candelaria
2709,3233d7e2922e40b6bd13086dbf7c3db8,Christian Butler,Orfanato,Paul Wilson,Loja,Calvas,Santa Rosa
2710,71a50f48897e45dcab25ee12131d9bb5,Richard Gray,Empresa de ropa,Taylor Cherry,Francisco de Orellana,Bolivar,Rivera
2711,d2e69763c1fe4d3aa519d77c34e3f228,Daniel Mcmillan,Empresa de alimentos,Brian Herrera,Zamora Chinchipe,Santiago de Mendez,Sucre
2712,9c84925767634367a934139667661089,Jennifer Tanner,Museo,Kristie Munoz,Pichincha,Biblian,Sevilla
2713,f21bc11b72e641c681b77ea72135ac5c,Kelly Hartman,Empresa de juguetes,Deborah Hendricks,Manabi,Pucara,Balzar
2714,3ac88e18b3bb43c4beafde487d992e79,Jessica Brown,Orfanato,Wendy Perez,Bolivar,Zapotillo,Cebadas
2715,33de914d182e44508cbc123ccccf30e8,Breanna Wilson,Empresa de gorras,Jasmine Morris,Esmeraldas,Loja,Tenguel
2716,c7f6ef1346ab46b985ddf7f423579fa1,Patricia Sanchez,Ferreteria,Jennifer York,Napo,Pedro Vicente Maldonado,Asuncion
2717,1dfec35e110144928e774b337905685e,Clifford Barton,Empresa de muebles,Devin Martin,Santo Domingo,Arajuno,Regulo de Mora
2718,587bb200021e4266a08189a84c599b8b,Taylor Lang,Orfanato,Carolyn Phillips,Napo,Saraguro,Ecuador
2719,2ae0739c33b643b1ac29f28e8d66c71c,Scott Newton,Empresa de muebles,James Chavez,El Oro,Espindola,Taisha
2720,20f6b2e95d7941ae80b0e9ccd0eef855,Dr. Alyssa Jones,Empresa de carros,Briana Wilson,Chimborazo,Santiago de Mendez,Cebadas
2721,e8589386f80549e5943c8129807e3e28,Monica Campbell,Editorial de libros,Kristy Hill,Guayanas,Caluma,El Pangui
2722,8bcc0a59d6134c74a66904a4ac2e85b9,Sharon Williams,Elaboracion de instantaneos,Diane Dominguez,Pastaza,El Empalme,Salasaca
2723,4e76aa8a4bf54ff3be34062e06029082,Leslie May,Editorial de libros,Jennifer Wallace,Esmeraldas,San Miguel,Puyo
2724,8a102461ce224db5943d56de9f2ee6fc,Cassandra Harris,Orfanato,Anna Boyle,Sucumbios,Gualaceo,Chaucha
2725,231c9436d05e4e5bba71c7609832f767,Brian Rivera,Orfanato,Michael Griffin,Chimborazo,Pajan,Amarillos
2726,d6dfa7926ac3442c808f4fbd8b1a93f5,Travis Caldwell,Editorial de libros,Caleb Rodriguez,Napo,Tiwintza,Pataqui
2727,0fe46baae9ab42cbb0d9f2a546500804,Aaron Kelly,Empresa de telas,Samuel Jimenez,El Oro,Tena,Zapallo
2728,3696b17e463345d89125280058e598d8,Jessica James,Museo,Natalie Pineda,Cañar,Sigchos,Puerto Napo
2729,cf1462d2af57449cb1e349847173d88b,Arthur Adams,Empresa de telas,Douglas Rodriguez,Cañar,Latacunga,La Union
2730,28dce595f4994fddaed8b0bb469e33ee,Alexandra Murray,Museo,Paula Miller,Cotopaxi,Morona,Nambacola
2731,299193958d2b4d53899d414e5b6aaec3,Monique Archer,Empresa de carros,Jill Snyder,Bolivar,Chunchi,Tena
2732,7f58c99221b84a0985af48c7cc3a3f12,Erica Stephenson,Ferreteria,Melissa Hale,Sucumbios,Paltas,Rioverde
2733,bbfaf49fe27e45c88107484374bc0843,David Moore,Elaboracion de instantaneos,Dan Lin,Cañar,San Fernando,Chaquinal
2734,fc0faab774f845f7a10b7c5a85c8d1d1,John Henry,Orfanato,Robert Jones,Esmeraldas,Paltas,Puerto Villamil
2735,1f58a9605b324a3f841052262d6ac5ec,Anthony Ramirez,Empresa de electrodomesticos,Brian James,Sucumbios,Puebloviejo,Telimbela
2736,310497a406314abaa1b25707eb148d0b,Chelsea Rivas,Empresa industrial,Rebecca Wolfe,Cañar,Las Lajas,Huaynacapac
2737,6e539a7987f847c58a7506c500526b57,Patrick Wood,Ferreteria,John Campbell,Santo Domingo,Santa Rosa,El Carmen
2738,02ffc644f8324dee9fbfd2ed8f15c9c3,Michael Simpson,Orfanato,Robert Reese,Pichincha,Pajan,Rivera
2739,15108e20f263410b8debe83f9b2c2c13,Pamela Hubbard,Servicio de telecomunicacion,Becky Perez,Napo,Nobol,Palma Roja
2740,6788f7b325ef4c5f948dc612b74c5195,Colton Williams,Empresa de juguetes,Christopher Medina,Pichincha,Zapotillo,Isidro Ayora
2741,3e5097ddb38a4450a86b322497169483,Ashley Montgomery,Orfanato,Candice Carter,Galapagos,Santiago de Mendez,Chaquinal
2742,fffc65c6d7f443d09388a1da3ad51dc8,Lori Taylor,Orfanato,Eileen Foley,Carchi,Latacunga,Guanujo
2743,3935c36f535b41238b5d3b878c1c3b89,Joseph Warren,Orfanato,Jonathan Simpson,Pichincha,Puerto Quito,Ecuador
2744,4376f7742be04318b4046c02d79d10b7,Kathy Duke,Empresa industrial,Laura Walter,Esmeraldas,El Pangui,Tingo
2745,6bd738e8be204196bd7317290fbb81dc,Tonya Diaz,Empresa de telas,Cynthia Sanchez,Morona Santiago,Loja,Canelos
2746,074d7ad0cf7a4545b839d978910cabff,James Hawkins,Albergue de animales,Richard Lewis,Napo,Espindola,El Recreo
2747,d953b70ebd4e4a5b8c3864c70d210dc7,Anthony Smith,Empresa industrial,Andrew Lloyd,Cotopaxi,Chinchipe,Cebadas
2748,c43a61dc56084aef898c9af36a692c70,Lauren Mayo MD,Empresa de ropa,Rebecca Clark,Cotopaxi,Marcabeli,Tarifa
2749,f6d28f284387429cad74576a202c0fad,William Trevino,Empresa de software,Kenneth Roberson,Santa Elena,Loja,Las Golondrinas
2750,428b981a52914162b455917b2551ac2e,Carol Thomas,Farmacia,Christine Adkins,Cañar,Celica,Nulti
2751,08910ae4484148a89cd17dd0b6e48f28,Samuel Torres,Farmacia,Juan Ortiz,Sucumbios,San Juan Bosco,San Isidro
2752,bf9322b748094406b3963f8523f81214,Manuel Jackson,Empresa de bebidas,John Davila,Imbabura,Puerto Quito,Llagos
2753,3119f44d543d4abe83bb15a95281c84b,Michael Walsh,Empresa de juguetes,Damon Walker,Pichincha,Nabon,Tarqui
2754,872e4d3d16e6453c95bc1a36c34d5d64,Lisa Wang,Orfanato,Chloe Small,Carchi,Palora,Huaynacapac
2755,995a973675c64e9ea0889b15ee210f45,Hayley Hall,Empresa de bebidas,Elizabeth Johnson,Galapagos,Pujili,Pansaleo
2756,b70752a865b246548ca59084ee8bbe73,Hannah Hawkins,Empresa de ropa,Hannah Jackson,Guayanas,Sozoranga,Apuela
2757,c5f047d100da4bf590d824781c702e60,Sue Henry,Orfanato,Heather Klein,Cotopaxi,Gonzanama,Pataqui
2758,82dbcc3f76024dfbbce43b6ad897c731,Amy Wallace,Orfanato,Jennifer Ferguson,Morona Santiago,Saquisili,Loreto
2759,353b780bc85549f080ba52a7579a3642,Philip Meyer,Orfanato,Jordan Avila,El Oro,Guano,Pomona
2760,202ae33672374f08bcb0fd23c8119095,Anthony Collins,Orfanato,Richard Larson,Pastaza,Ibarra,Tingo
2761,8beb62ac94c2432c8a4b0cba7aa3a8e2,Daniel Walter,Supermercado,Marcus Fuller,Manabi,San Cristobal,Tacamoros
2762,3693e5a46d0e43aaaf6d1c83239bb9c9,Andrea Chavez,Ferreteria,Diana Simmons,Cotopaxi,El Pangui,Chito
2763,c05749c3887b48acaca7f7a86b1a2f21,Brian Young,Empresa de alimentos,Ruben Abbott,Chimborazo,Milagro,Tuutinentza
2764,e1252a02ee33463c8ff5d7cd04f3cb46,Maria Hopkins,Supermercado,Teresa Young,Pichincha,Pedro Vicente Maldonado,Guadalupe
2765,cf0904790ca345738a383b74618f4482,Lauren Strong,Peluqueria,Diana Hutchinson,Guayanas,Yantzaza,Tena
2766,f357513e189b417098751f742b268eae,Mary Wilson,Empresa industrial,Megan Rivera,Sucumbios,Deleg,Santa Elena
2767,4c63bf169f194be3b7a389ffcb29d884,Allen Smith,Albergue de animales,William Ford,Carchi,Pimampiro,Caracol
2768,f4f376ffc8b44e96806011bcb5927dec,Ashley Hall,Editorial de libros,Becky Clark,Cotopaxi,Mejia,Aloag
2769,2bd5718232f648dfa2191b6760ea170d,Todd Boone,Empresa de gorras,James Martinez,Manabi,Simon Bolivar,La Libertad
2770,c257f02db4654df793597e06d5b3e7ef,Bryan Gonzalez,Elaboracion de instantaneos,Matthew Perez,Santo Domingo,Balzar,Timbara
2771,e79fc74449954bbc975ad9a5416c8c4d,Jonathon Robinson,Peluqueria,Nicholas Wyatt,Loja,Chambo,Guanujo
2772,f19ec1400f9444f6a7f1b6a6662c4591,Sandra Wood,Ferreteria,Elizabeth Malone,Napo,Rumiñahui,Union Lojana
2773,95e4a1858b34476ea6fe396ee1b6aae9,Rachel Archer,Empresa de ropa,Patricia Santos,Los Rios,San Miguel,Avila
2774,162ae2e3faa547aea2b31e3063dd90ec,Devon Browning,Orfanato,Daniel Ramirez,Esmeraldas,La Joya de los Sachas,El Recreo
2775,4616ec563a174b3f98a21e45d637df00,Stephanie Wright,Empresa de software,Rachel Travis,Tungurahua,Portoviejo,Rocafuerte
2776,563ce8ae71d3462991aa0511d26a7068,Todd Wheeler,Orfanato,Jeffrey Murphy,Zamora Chinchipe,Palora,Loreto
