,idpermiso,nombrepermiso,descripcionpermiso,statuspermiso
2556,8b7296350381441489f1127103aa3be9,Delete,lQOteEvmdFgRWqlc9l0oKqVyH,Desactivo
2557,e2c2bd6b43004829b77fc349f869a6bb,Update,DlbDIPRujXiUjvcV9edb6zX6g,Activo
2558,cb3f972bfd1d48c9a46bde1920958ce7,Update,BztS9S7SzU3g3L20hewQ8sYuE,Activo
2559,941f24d11f164e0890cf112dfc53aca4,Delete,wH5GVGoe5v7UrqTq9LNRfprgq,Desactivo
2560,6e139a31fa33489cb5d3b0f7cefbc9f8,Create,3uy68NvMZvQUcvToS1B7qtUEC,Activo
2561,bef5ac253a3e4bebb20bbcb9a2742b12,Update,AgJje4b05MWxW0MvHfakYEar8,Activo
2562,c6637444bad44fe8b20147b031c35120,Read,OkhckJcDzrhKzWEZAxYhHqPoS,Activo
2563,32c1950044f74d9eb57fcfba5c5412c8,Update,BCJg2T0akGlTEXbBA4039YV6j,Activo
2564,f515e2f639474ad693eb2d5083a659df,Read,DpqXKUrbVEVJCxu3PtjAtAj7B,Activo
2565,3653f1d9d2474af08c3b5768af83b4bc,Read,LnArUSU299nx8XtoapRxv1CnJ,Desactivo
2566,a7bd20292f2549ba8d8ed0710154e79a,Delete,XgVygmWPLnQEJktYYsuuaJS8j,Activo
2567,91e10d779cf64d0482e8572f38f9ba92,Delete,fLNW8B6J0ghS9x4A0SyntTYvn,Activo
2568,05cfb14c55274bcea6b337205e3dd75b,Create,iE3YD91YVPzZexSRmCoX7Jigq,Activo
2569,e6f5af50974f4b93a7452b0926dcf7ec,Delete,F71g2OVk3QxBuIGJw4IiYlAdA,Activo
2570,547084c86a114e1da7ddf207f9cf74a2,Create,TdQrOSYhgUEUQ1QvVuKSU5QZj,Activo
2571,8b45b874efbf49998ff392f7f71ed54b,Update,pmkThMwWcL1fgeolwJzvSa7Ft,Activo
2572,ff82a61849f84559930eb5a00c731402,Delete,KFO3Rt24Yn4AQ2RQr7e6ACqyK,Activo
2573,6165a358c23444448439ed86181b55d4,Read,7hlvIPeYjdoq9xiJ1PDQag2fg,Desactivo
2574,682af07545774fbe960ed05db5ed9171,Read,eiZQyYeW0ybRQG9kWck3GZwDQ,Desactivo
2575,0032bf956983420483afab3aa6063b52,Delete,ceic0S0l4tAForZmBp5eWNKbW,Activo
2576,b31bfe9d83b64ae59b5ffc265f098480,Read,ScVbBzVdOc9MMoWnJevBsIdtu,Activo
2577,385a3623847847b9b91e71d8349a3d87,Create,4GLq3JCPxiQGmc2QVNamkro8v,Activo
2578,d8b4e82954cb4e5b8f9d2629d3aeaf6e,Read,v5yqAqiu6G3CkwJ9uHkxsno0E,Activo
2579,6bd95a543d2c4f97bd3f154a50843d1e,Read,PPo9fIiJrQs1Iz5Z6NxeTOgY4,Activo
2580,6757e09d579749faa5a94cd6270643d1,Update,Veaxq3SvegcKlBdOnby9BRmwL,Activo
2581,bdda3fedb4f04d68aa857c721fe0d0be,Read,DDoFWsFnV5CeBuTCayRlKCgli,Activo
2582,ef8bd881042f4b0ca802cb0a8377a1f7,Delete,uJP7EJN2pjyrQjAS4yL9zf3E2,Activo
2583,60d4633679df4a37bf4bde4dc62a3d12,Create,qpNoktdoWsh18al1l4Zi7tFuT,Desactivo
2584,b0e3a104f92745729a43c07d779ef0a6,Update,4N4BPPM2GUEKQ7rVJF8BfMCTw,Desactivo
2585,3655c9ab5fed4cca86d6a7c9d54c7b5e,Delete,N4JmjOcaiqrUYSJge73NZNXCj,Desactivo
2586,4368380dcc7344acbc093c3137768d7c,Delete,cTusq393XxVGyBZEKPbRcEt8j,Desactivo
2587,d894fcbdfe9e423fbbc573323d4d83bc,Create,Rfzwvc7iwNO6rl1qxC8Bwp6uM,Activo
2588,d1bf9c9f29554e85a23e6d28b01c9480,Create,jgnrNrl50VeZMIkbTak74bSwA,Activo
2589,15e1bbf08acd42949d6f5f5f1609cad6,Update,NFLCGdhQYxb0Bm8mUZD1Y6gum,Desactivo
2590,ab149c3165c843f0864e69806db91f5c,Read,0dWxmpCyARQsccqPfCREo8wul,Desactivo
2591,3489f58e47474eb0b2cc8138088d370b,Read,rOP6xsTiwwRNApw8TDe8b1ir9,Activo
2592,0c03dbcffdd34c009c7e05ccf5e56912,Read,qpAEt9t9S0oExtwXrBFY1NdgL,Activo
2593,ff4926bf3e3d4ee9946612c93f8b58c4,Update,ct1oeIwdvSTkDGa80rhaVFdky,Activo
2594,b55b3f82d00b400692671061a0c7791f,Update,GGx7EHsAiu6ruRhgUVwxEuZlX,Activo
2595,b3c51d131f3b4ef6b7f03bd0bc1f3898,Read,yyrVdkUogoPdWmMLHCcE3OWGE,Desactivo
2596,85a871f1a10945fa8d090e16406d8dc4,Update,2pCbUNw34LHcrgG2mm1bguyb4,Activo
2597,a9eca16f539e4403b6640d691027d2d3,Read,Hdyp1VtseFB7DAt02AgRwwPwg,Activo
2598,bde16d6609ae4f3d9f1915c50c6fc93d,Update,nlSt5BA2aBEQOAtdr7RaSrS7x,Activo
2599,d3121898b191497c9e096b40def7df90,Delete,8UJ8VqBoAflWKL06mK5FQYX2R,Activo
2600,42dc8b30153646d09d343e9d873b3330,Read,JY8z1oUT8Sd4glNuBbgLWNC4X,Activo
2601,6492c25b05944343ad0aa3a20c2aac20,Update,HmmvY1kiGfKwwGU9yYD5TwD7U,Activo
2602,d1c509d2bb404d8fbcd488b7b4b4376a,Update,5upH1FQUBV3kiUP3fxw8FlAhL,Activo
2603,4c9aabb4942d49878e7595128855f9e5,Create,plJ3HYpkpCZSEAeovlh2h7WYi,Desactivo
2604,52e4c32c50994db6ba8881f960e6d8ad,Update,ZAsTytN89LXokO78FHlz8Wn5B,Activo
2605,4891f286fe104db9961fd3cb1b71a7ef,Create,x1ONT7AtzADangVdrgC5anqSX,Activo
2606,e1c956764f0747aea24852948c93d63c,Create,URE7KwgdqkZXwzqyFeeupXyul,Desactivo
2607,64e4a25e209f487ba110d86f15d93b14,Update,UZuvmc16x2JfOaKawLJfJkgL6,Activo
2608,a0af00ff77164f9fad5510f5b87162ff,Delete,E1ssdSNpNhuvqgyviWEC4J047,Desactivo
2609,4f28fb3d12d1465fa6106d4297c42456,Read,VEAaw7eArvl9S5Z5hVn6nyIRG,Activo
2610,73267bbb881d4bd5b2ef9fe042d22804,Delete,3eH01nomBE7lkY4gIxebIfBtr,Activo
2611,5e00ded34b584be49c29bd4e34c40e9d,Create,YKI0UsHBwfNR3FEJGyjcAJafI,Desactivo
2612,8a090f6d156542b3bf578792af1fc91c,Delete,4sVda1R6fe4odIS06ZM9WAEXn,Desactivo
2613,6e705a8c0b6a4d89a78a2c78e9c5b7ef,Create,WTEYZjqo1NOBKH7GlAxyuZ1ya,Activo
2614,a787b0b02d414450ad1271b38cc17893,Read,Go1KBkKx3E5yyNtmBEKAcJpBd,Desactivo
2615,73ae85a35076456099b65c39405eb5ff,Create,J24dnrt8hflfzpVvAaJCWAcu6,Activo
2616,c618e474fd7b470b8a51658ba1514ae2,Read,lthQUNpFps9KQCAVPYTSPnaO1,Activo
2617,322caf79ba814892ae90d4417a871ef3,Create,t3VzmT4KMwP7rDNGYJyEJzRcp,Activo
2618,3da438e919f2434da49c57201f0a18ae,Create,OTbhS7g9TpKn5oUSTToasmp5Q,Desactivo
2619,a1232c32c5cb4a8aa1ce22517e4e7945,Update,1gaIi2OOPmRGz1SpDxqrVCOmz,Activo
2620,2407af66a86c47de9ff01702863b9c0e,Update,aoKlEMvzhh9F7Usu2IzQJ6aOu,Activo
2621,1443009ae8844c3abe20d34537682c46,Create,rMPJKXwrC1Hv4Ky9fzTU0F7FY,Activo
2622,3ecb5c2c229840f5a37d64f8eb8d00eb,Read,IiiZLFc92r64k02XIvpP4e5N4,Activo
2623,c0398765ba1f4a228b8aa20df0d3ab6b,Update,R6PXraKdKrySymsFsbeYf8sje,Activo
2624,e1719dce9fc647148079b109bc58ad35,Delete,IY1ayTUVeLInGu26Xhy7ZJXwH,Activo
2625,faee8efc4ca44a52b0ff6f4b4f42bbe9,Update,hpwnaFSThoDwEQq2uYYjq9x60,Desactivo
2626,648929ba084143e3bea53a2031e05886,Delete,OJ2iiqYjsnvwjLMx9Nu36CBc1,Activo
2627,93d232aeae964272bb458cadcc8ebaca,Create,OQxKKD7c7AhkyQpoekXoNC8WZ,Desactivo
2628,0f19ab2bf9614c7088306bf50a74586e,Update,rxoV6oE9iR6NSMlik0278ae0B,Activo
2629,a592d77c57f64621ae90245bfed1e078,Create,aa3jonsvcWVmmKFotCBR1w4yD,Desactivo
2630,736516643c184599a1f1ef3e62739345,Create,KQQjLipnV9I7YVcSJWavtTEFS,Activo
2631,a22c2a94832c4d88b0d1a7e44b0a8a0a,Read,9X9Nmvvk98l50PzToofKl4imO,Activo
2632,40bb4c7ceadf4b2e93ce46ab3808b935,Delete,kw3KfP4fKDupK8pd64z35brf4,Activo
2633,b6b4462a372f4b91b152d08054645168,Create,9IyfPlKL6KE8jWarRAbcvIOQS,Desactivo
2634,9b700500d8e443038d43c1bf0ba6346f,Read,K1Rxw32axcsTe3bKQPBQuQCXA,Desactivo
2635,878b7494f3d94f9ea9899bcde8a9c8dd,Read,TPejcOeLObjZ2l39uVS64DNMt,Activo
2636,5eeb2f8d029b45c4ad9d28a38bce99c2,Delete,djePzZhOeYWAtG20vG8pYBrM6,Activo
2637,6461ba240cb64befa63d522a4b0dd19c,Create,hYJiwGqeHxg4iU1CvrPmCvNGe,Activo
2638,747cb2932584477bba6810c2377a89d6,Read,zYfmPqFvn3OcP6JDXKSecfkps,Activo
2639,acaa3e46c7ec4a99982e22b30ac6273a,Delete,gyyNzdxJpY8j4tsYtitzGnW3D,Activo
2640,14cfff888e6a41d7a65a5a24500ae3c8,Delete,YEQJC3EiKB2KhUx1RcEy9CMSX,Desactivo
2641,1e24104278e349d69e01a00d174cc859,Update,Vt0mYjDQt6MOaQjpsHglkpnIS,Activo
2642,5bf5596a90ca413bade41add0894076a,Read,0I0kQhf553X880qs73b9RN6QE,Activo
2643,c50c631a54da4214a016eb41c33f64a2,Create,8Kg27S8c2e74DLox4Tdd3sktC,Activo
2644,b0553a74eb1e4d36846bf587f1c5caf2,Update,xHlQ9YomQ4fAzy0NlC21b4q36,Desactivo
2645,2da823534e114d488e0940f0b1bc70f1,Delete,iTRGp20XUmwfrsMxnypGnjMAv,Activo
2646,485b93ae6cb949bca064e44337c15aef,Delete,mqBW0ydhGDjOLQxQVIFaT6SLY,Activo
2647,d6cf36d4842e42869091d4766747c92d,Read,HviZDU3c0rMAfdTT616HnDRu9,Activo
2648,71ffefa1b18b4ea280d02c295bd1edfc,Delete,O4ASPgq2VUgDdFD75OCtbsAwO,Activo
2649,bfb6ba0ed2e84e5a906f69554b2ea0ff,Update,MyuK6Z0w9Tt9Xrhujw0Tu6hnW,Desactivo
2650,21f791de01a942cb8a7fc4cf10036ca4,Read,cI3HSBXYWiLXoDQ2bv1MSYoPX,Activo
2651,7afcac7cff2341aa94f23a1a8164bc7d,Update,pxDSIkPWKmPd9oyHb7pxJ17Lk,Desactivo
2652,3dc9d372acb5402da8a80fcc532fdca1,Create,8pIFeWHwHr6ZslEbpamUVjU1L,Activo
2653,463879d133d5404f8181826e96dc12b1,Update,oeXj67IVDIe9z3xdmLoXHpTm4,Activo
2654,1feb1603380943468168fc8ecf429324,Delete,dScn2yAiEKysFvWMAtJmx3L1B,Activo
2655,fe2261014be64ed3a6ad40417454957e,Read,8PrOCEfiMtxHyITgZWSobNXL8,Activo
2656,62468c75993b4628824dfcbb832ae118,Create,PNYdXu58aUJrstNqcnVXhLz6V,Activo
2657,3e3076e6d1aa4430a608179ebeebfee6,Create,l06KOnanj73JgZMZ7t3BXRnJ9,Desactivo
2658,ce1046da4f674763b9c9287b4f33d66e,Read,0FF7guVrsU4oKEbu4h82MPNnx,Activo
2659,0a8660a70cec4a60bfcc68f02f015274,Delete,JtNMhN1ZXLaepIUlFQBxcnCn2,Activo
2660,5916b12f27c240b8940253a1ab706242,Create,Lp9IYA6IZUcWfIYsN99Z63V99,Activo
2661,05e8a92921e34cc8be12bf44dc194c1e,Update,8rTcSdMLosRswTn8yJDJb9iEh,Desactivo
2662,4b7cfd52098a4a76b18d45c2c1203e8c,Delete,YpuBcXQihEzAqkFqXF61Wo9NG,Activo
2663,bc92435bd20a4cbf98bc641763e08128,Update,fgFxnvii927Aco0l5eMyAWsn0,Activo
2664,7822b2b8473745a091ea390c75983738,Create,DROjDnYAU7kxdVRYZJhPEe7Zh,Activo
2665,55d94f7cfe1442d68c529e23c88dedf3,Create,9GyTurqF7uPb5ccosmbitpbUy,Activo
2666,f24a38f0ba9e43d9adeb0733b9f9f9ee,Delete,KUXK6k2tyK3nIQwxlbui1g763,Activo
2667,b180a78f14194146b17b21a69396a875,Delete,fDe8h6tlXlv7pfWexrenoSqAs,Activo
2668,8552e8a5c5cc49939c1f211eca3623af,Read,uDh1q94dqK6hJMpclvdxeAqzQ,Activo
2669,f9cdf329c8cc4448ace0883595e5f292,Create,RTowrqZ9nEng6uJJAcJ9V23DN,Desactivo
2670,bf3d2c5eb92d4ced92a1ce1477878c25,Delete,GEFGZ54D8cRHB5VJZlOnyqP1L,Activo
2671,ad642a375fff41c489a289387ffac63d,Delete,zSVc9v578j0rt9ixdWACSIg9o,Activo
2672,a9e6cc1339b0400d8081783f562318d1,Delete,hFPyod8QiJkagdXL1SirSbNoT,Activo
2673,f483c4147fcd48b295200c7eae1f5e93,Read,MOOX341gBANvNg4I5JzPGFD0T,Activo
2674,a819740dca02485f90d50572108411d7,Read,OILQlOrZnZIdCQT6MDbOjPSTs,Activo
2675,458e0ee2bf874510a01c3be6678f90a5,Update,6ZHRtdhbQq6R1w1I3ICvq6CCK,Activo
2676,9b4188aaeb804e08b318241d12970ee9,Read,OrsA1No35fi91L2jNZOjT4z2o,Activo
2677,2bc76ab12ccf44818403591a95064ce7,Update,6MPIp6rnIae6JIxRjwep1tZCX,Activo
2678,8d609d1cd32948aeaacdb0b0de968848,Update,2npMki9zPxlFsP5DECVKa1xsN,Activo
2679,61eaaacd0eb34c2aad110cdc9132e85c,Create,a9vY9IghemD9fk4NKO9LoaSo4,Desactivo
2680,579f98744bbb48e39f316c04b82c22fb,Read,6zIg1Ol8mj4UgK44pmLIGChuy,Activo
2681,187eaf77c4e8472ca4fd6862ff8767db,Read,DbO1PDU1u8L5dnnPXzmsrOR0U,Desactivo
2682,7dbad65ec7b44a19a64eb3bfc6f4664a,Read,QOXdt3CO0xOVa7rf4B03wKzYN,Desactivo
2683,dc85724bc69840d288bd798c49949aa3,Update,aFDOfznx9RQQnPdncxI9EsZ5y,Activo
2684,84c5b52a43f042ef98d96f5c14defc51,Read,CL8QBPRLKVG7irveVJjijBF7E,Activo
2685,b8bacc2d177948949127e612f82d277d,Read,O4GoHOird9x3tT5oxKDPxbXtc,Activo
2686,d8d3aef0365f44f38265cd26282b6b7a,Create,ZvMHLZ6xnBBsfdgSp1HdQsxqF,Activo
2687,8bd78fad48b7480e97573504440a5880,Delete,C4pcOzwoKuquDaWABvaNqTirA,Activo
2688,902cf0f220824ff28bd38d7fa3d9b682,Create,nsR7VhYHMXwRex1HWWyI9M9Vt,Activo
2689,c9f6557e06074c34a94cf1147f0f977b,Read,zT8XHW4OOICAsiIbGEMrFXt5Y,Activo
2690,7bfbe9352b804ff59b9a0e07ff5629f4,Delete,aFl2WuxnT3we8pqKkNIdIv2D0,Activo
2691,b5d4b0f7d96a46a9af3202533bf0bd1d,Create,cARYCj2BSVkjE1xWmexuRTYVX,Activo
2692,6968acef274e4fc9a54753aec1eaec1a,Update,61Ii07oA4JJxiYv0j0x9sMaI6,Desactivo
2693,1075b6e0e0a74059a48c8417aa8659e0,Delete,wTH9zm4rCrPbza4m6WNCveTFE,Desactivo
2694,da68e3d7d1404eef919484bac5a612f8,Update,39t4ypMVysgJGIpy7dfvO1WEe,Desactivo
2695,1cdd85b78a88424097b22dd3e2543f6b,Delete,H9oyUDh85PUB3YQ4xDyt0PI8U,Activo
2696,4dfc618a6eb043dc9e347e71ea16c119,Create,uEsVSXO8T6sQ3dCAIC9UoDG8l,Activo
2697,4780101e08674b0bae6fd8eb00c0fc90,Update,BH4aLjxFwUf9pkfkGqMuKt0Sq,Desactivo
2698,bceb4a9f241540c78ba47931438597a3,Delete,G3EWvCVtHq8uzIOHFNneNgzjT,Desactivo
2699,458139d9830f48a9974695d61b41607e,Update,PeaEB8sxQVKWGuVb9BNJRiFWI,Activo
2700,e5dcdbd17e68439caa6c9019a30eba98,Update,iatXS4Wo0WDHuY7V8ggGJWQG8,Activo
2701,313c03a4a50f44519c12700d54f9814e,Delete,h9YEIk94lKziDOCggsOoem3Hz,Activo
2702,09b319e7f2fb4763bbd552f9cb32645f,Update,2tJlGu6UICBBPpdYWVA99pdjd,Activo
2703,8cc3cec14dc44b618558adf663786255,Delete,WVuLJXwAMyihtKT5MUkJ617tU,Desactivo
2704,fb95155b4c144d1dbb59ba67afa6b6a4,Read,NQ4zFQDutkamZWPYswCdA56Nw,Activo
2705,93a316ce19e54cccb309f7fee2cf5b57,Create,4WaIkGHbGmDBjGNFVY0MfSWu4,Activo
2706,5914519117a2455aa54128dae5a9230a,Read,FGRB2LIByiKa7ouuuJ15YqQLB,Activo
2707,015b0694067d41acbc36a318893ebf15,Read,Z7j2eYxEDnTKGLiRg061dzSyR,Activo
2708,fef71ff73ddc43faacae2923502bed8e,Delete,xJcfCpI9P6pMttTcVEcZ844Z9,Activo
2709,382e9a4037e9468ea498a57b4782bb0c,Create,94kIC5EZtvXkg1pLzNcSp2yaB,Desactivo
2710,93cfd3cda8e94648b3fbeb3a7a909a5d,Read,y88zVzT0bivdTU2lQN6gYh5VO,Desactivo
2711,dacf8cdc74664cc78c0e06f3491503ec,Create,xJZ6xh1BbCIGxZ6ijXrF4K4rI,Activo
2712,96b86a1b01a64d1ab31541816498173d,Delete,cOmNW7Z9TLIFGYwumvRn4lm4M,Activo
2713,0a14bc44722d4dd099b1db63858cf09a,Update,tgzg7MvCpnZpkX89iY14ZiW6W,Activo
2714,915c578870f141c2bd9fb94f922a6c7c,Update,VB4VtiuYUrCi2ZJxfz1njH1f7,Activo
2715,822835f48a9c418f9b712a8857040c65,Read,EsI0KE0U0Ri7kuL2ScsnXAXa7,Activo
2716,d61a75a49c004c81b3c613657ae54d4b,Create,tByymrqJMEoJEQMSu2of4rI1Y,Activo
2717,3bc5a0e62dbd4e7e987c5b427f521f7b,Create,I5tPupQVWRi8qSoIwMWax1fqh,Desactivo
2718,5447793a622441578e96ebd4f07e1872,Update,ft3NmT0BaACGLJ57FuuUCEOtB,Activo
2719,9ca20b2d711a4374a310ce6fec531f0c,Delete,gEJLQSjZGOJo19AB0NxLydJK5,Activo
2720,159d0535232a4a93abc42a3d99fb83fd,Delete,tPCMVMW42v4dzxtO2SxVjnBF6,Activo
2721,7c3f706d016147d591d404244c296599,Create,9ziCCk5Zs8Dzrblfiq48z3SrU,Activo
2722,609482ed648a4c668e0a9ebed6c48e99,Delete,XCpTNKeR0olitVXLWeeYGwqk0,Activo
2723,962b87044c8e4fd0b7f218ed9df43aff,Create,2sRY7RvGT6emK68pvZ4prPO9I,Activo
2724,f68111a0df9845dbb2eb420d34ba107f,Create,Jnuda3Rt5jtghkdyclCIW5Z2i,Activo
2725,9bd6c58bb1c84adc92a5fa76d47657f0,Update,lwq7hAzhALfxpbJ8goLOtEG7u,Desactivo
2726,c66d9ed34b69470dbe2a929f4d88b9cf,Update,r6z6zNKhnby3kPhKm9DgEzTgP,Activo
2727,6d16e758731f467bbdf9efac77575cb0,Read,nL4HJdFgaORNJA7aBfRQiXTUv,Activo
2728,6870d4f433a9475b84b4664ec2399029,Read,Vkw2rGFPgO31GjPJ9dZYYzNwk,Activo
2729,ea0d46337d9d4ba7a33ddaa2f8cfa8f4,Delete,6iX5GCr4TiMt7AL3WktqfmBOT,Activo
2730,3ed7724eb9ff425f9fc6e9ca38ce2cb6,Create,aDetuUGHRqZipl5enP9ux85Z6,Desactivo
2731,d0611c58bf544c92ba1e8e4b75c9ee9d,Read,pBPLwKqPQSct9K40h6rtALad2,Activo
2732,022ea89ed04d4d07b63d6bdb5ca64e82,Read,43umZBwIOAKgkmSI5Uv1x3817,Activo
2733,ec2503964aa541f89c79363627121b19,Create,iJcgmygLU30n2nZkOsId6OzG7,Desactivo
2734,acf03c021c124159be5641c091015bef,Create,BpPy6SDJdFghVeqOq3pa85H2b,Desactivo
2735,ddd74c0d9be1430c905de279487c9b1d,Delete,4PeASvCkhezr4pGijDs8lUAta,Desactivo
2736,ebf42e07dec94bcf8199524f0d6f301a,Create,G9fG4XbKI1msjmTnzf4nL9pTO,Activo
2737,f2f735ab25c347a499a6c9d7948028e9,Delete,BaGL8y6mimleQqCDwqvuEyiBl,Activo
2738,df867729aaf448d582a480e13104723c,Update,mvg8SZhn3URCttHf95n6YjCZu,Activo
2739,8f4df2e6cb0b444a87b667d8b5b21cb1,Delete,SzUazNrOXtBqYHqwj3WXtPmav,Activo
2740,6452bc1e951445a7b41b2721065a85c3,Create,Q0ActUMti0vZ7FZcsumIhgsNV,Activo
2741,d7a5c18b00cc4c24bc502f671d30c0a4,Delete,buTqsUwxVRZM4gkNtzd3sL8YJ,Activo
2742,83c96fe9f63f49c0939193c6f8d0e358,Delete,xIw5TY1BRmicvFI04dbQMXTJN,Activo
2743,84879cc5f188473e8c992f42044a0872,Delete,9It5nnMSOU5bUVwn0DfCDqexp,Desactivo
2744,6d185b27ace24bc59f847d7b81d97214,Create,vDVzaBgipUEytlK4k4d3wa6lY,Activo
2745,31620ef74ea449d69eca4edd02f8c681,Create,yOH9SO6tCIAkt6iX2Bnw9fo8J,Activo
2746,bc0d61a6fba14914a03ef595de204c2d,Update,ungzcM6yPD6v1IFNKsC8NwTFA,Desactivo
2747,7154f8c0f03644a79dc811b1ce34b50b,Delete,uHC9MtquPO5IhfHwuQmiz18wh,Activo
2748,4fc6925d5d21498e8d85a85e25dc6bf7,Update,tNvRmeXIExRUi4vmoYd3Xw0XP,Activo
2749,2ca9972b55144d97823ff0ea28fcf651,Delete,ehE0xFDJ93bEMUf3Mg6iHLBjx,Activo
2750,1d05d850427a4125a881e3de854a16f1,Read,Vl8JmjBifZJM1A6wLIgqoZS3n,Activo
2751,23df87ef53a04fdda192f8340fe28faa,Create,wSDQcTeFrgHQ34FvsNhzDPeNN,Activo
2752,b3116eb93c67450fae96c0c77c220320,Create,Tx4LbfXr45PxbE4lfv2OwQoYe,Activo
2753,f7f74a1a2e8a4db39a7b6e4d6093ecac,Create,1qn0DQH5htYpunf9wKCQRVvLR,Desactivo
2754,78c5d035471b45e2b2b29cebbad950be,Delete,HtA7SxVeyFAu0EFOvxcKGxMvi,Activo
2755,79269a3e8e764da9b5756505aa4f6dfe,Read,vFi2ejzsOTpEMj9KAnMBAxI7w,Desactivo
2756,b3e43c8d14a646739cda80815f22f99f,Update,wFe4UnHnShr03SL16H6MX9wIL,Activo
2757,83e58a7aa9314c9b8fb0fabe92ef9a9a,Update,ITjETsTEYrae4KKY1Er9nRfcj,Desactivo
2758,8bc40ba6c77340dead05910bf8b428ab,Delete,kFrTe8kGpMDc33vhNYMxszgvJ,Activo
2759,f564b0b1746949c9a672e903843f8098,Create,FwIIDenveaSU2OulazjKAgY0g,Activo
2760,88dfd510b2d0477ca0946aa886f6e32d,Read,SVMgI4SPTEgdUiCsHl2R4pIPT,Activo
2761,17e6317c155d403193b0c4607978ae8d,Delete,2zTugIIRobpqkQunvgHueiPb1,Desactivo
2762,87f438cfb1ab4920917b686381a99f57,Update,FL7loSy2snGkayC17G7hbTMwW,Activo
2763,c2a0761ae5044035b14f9ceff79ec4ca,Create,lYzyKRykVLpnEWw5tcwhWTBv7,Desactivo
2764,767d7cfdcb934c8f988b5d22a3c5be25,Update,DujrnxNbb59SnAFToBS8rHpKX,Activo
2765,74e46a551c1949e58efadf9352e2c322,Update,DIEIrGRxzjWUdwxBKEsw95D0W,Activo
2766,a48a8401d9b449578e352f4d2ecea5f0,Update,luPIHCyxhxAoUhFIyh6ArKQLk,Activo
2767,d70c172e38204ef4b8a74f96c71925a6,Read,IWea6qFjX5SBY3wrzLxW61jWM,Desactivo
2768,dd4fbf9c916c48ffbb3d1b8b81d9b67f,Read,zsyzrmOxPvO7nT0TzLOgr7Cle,Activo
2769,99f9c10e4c99492784f229a303bc970a,Delete,Y4ivrcZfxKszzvjN9Rcdqe9Vl,Activo
2770,51dff7aa8c2c4cd9939312a77ba4c193,Delete,amcoEWhrEQwsUtLWsczWrc0TJ,Activo
2771,0aad787449bd4841bb8afcd4d8918691,Create,OMX4NpBUqhOBsyzhdeDrnSEVj,Activo
2772,0d1b00f2c4e046d0b95e4afb3e5a5482,Create,W1dpWYagQ9KhZcq4dyE1qIpVf,Desactivo
2773,53f7cdf1de474e03b9a578a20fbbe449,Create,FK9ga76YfrXdKUaGZrjiLq0u4,Activo
2774,8f31d15e8c0a4a13b23b8ea8b6522575,Delete,SQZxwNuiSA3yWxak4878jbNzO,Activo
2775,d59f41b345964d9890078bd41d1e2095,Read,4i5kji1fcVNoIvRjuKpHzgmid,Activo
2776,73dd8a6d88144bcdbb77c3ab65cda1a7,Delete,QMcTaxeDqmM4EYaNVDHMptp16,Activo
2777,92998dc6424c4dc399ece575798f157f,Create,mhqJYLkp73CREYE8SDqakQOT1,Activo
2778,5512685eea464adba55ef18c84fc055c,Create,Cth3RVakYngztJaM4WaCwQ2md,Activo
2779,10b2dfa2d9404f4b8b551cefec391033,Delete,UlYYkcVF7XbAOOaXvtNTGF4yP,Desactivo
2780,eeb3dc85356c4b2aaa0ae75d878fc3e3,Read,WImVyUYVBTRjkJyUzeTValP6v,Activo
2781,d33f8bb89a91477ca2326eb77e37fd46,Delete,DLkwdM8F5XCg85Lx6R01tzAZG,Desactivo
2782,1546ad41967c43968cc3336db23bdfe1,Read,Mz6CQxOn8z7dJ3dBqQyzKSOde,Desactivo
2783,5b39f07d03dd416b9ee28c6f4ac4f8bc,Create,LLQZdeBQaOePhsv0IcUwEoAN0,Activo
2784,ed6f9817b257429ca466fe04016aab4c,Update,67tCoAYKpYjPtPgMuq8nFyFp1,Activo
2785,882014c9983648fc8c3a8dfb80761459,Delete,OmpUZ3Z6UH1qDVDNM6r3k9EgT,Activo
2786,03ee2ff1995a44c29bdb5e01118ef026,Read,TJnZuFAr8NMViUiCseVLleh5g,Activo
2787,f4b18bb4243643328ab4ce21eac5f1c7,Read,pgn5cGb5Zc4f7tKjMCch2gq7X,Activo
2788,d328459b2392433796eb5ca102a99b5b,Create,JkI8nweGv3vaqhbiuFIDRiluY,Activo
2789,5206d90a17014e8a9bb34f6e4235a228,Read,pxplYkHAwhyRCQJyI24IKLT5b,Activo
2790,2fb2047999af469d926df144f417b265,Create,0IPvDncHAM4qbpsfAuXFWLzYq,Desactivo
2791,dd0500d3ac224ed594f72242524a0ac4,Read,X26RKgny0YCAn9bVtgwI6Zjsq,Desactivo
2792,4705e9153220454abdef48207d43f445,Delete,M5E7TXnvr2aPA3KjWHtftT7Qa,Activo
2793,205f6cc8369b4e55824035a8d8c656c3,Create,gl79HIqG2Z9OgoNRlfD7xic7b,Activo
2794,54b7920d587647cd83ac4343c475c0c8,Create,vAtOtGOT4yivsrktpXOoIn1O4,Activo
2795,09a5bbf1bd48444d9c8f3c38eab2e3f4,Read,cK0LRbmhDcm8Ehmzu4ThediaD,Activo
2796,f40bec4873ff420e80bc54b8737625e2,Update,VibwROHE8Fw25Rjd1vGWxaEWn,Activo
2797,ba6f065f0fcb4cb28d7887b934ef1884,Create,JpTPgNyHRaOcxtYARsPS5DEgR,Activo
